Time[Hrs],MTL-FL-2W_DS[mCD],MTL-FL-2W_US[mCD],MTL-FL-2W_Area[km2],MTL-FL-2W_power[MW],MTL-FL-2W_turbQ[m3/s],MTL-FL-2W_SlQ[m3/s],MTL-FL-2W_Mode[-],energy[MWh],value[Currency]
64.05,-1.192,2.0655,55.9143,514.244,23654.3,0,3,12753.2,12753.2
64.1083,-1.27717,1.97621,55.3609,513.176,23638,0,3,12783.2,12783.2
64.1667,-1.36233,1.88609,54.8023,511.89,23618.5,0,3,12813,12813
64.225,-1.4475,1.79512,54.2384,510.383,23595.5,0,3,12842.8,12842.8
64.2833,-1.53107,1.70328,53.6691,508.235,23562.9,0,3,12872.5,12872.5
64.3417,-1.61343,1.61059,53.0945,505.554,23522.1,0,3,12901.9,12901.9
64.4,-1.6958,1.51704,52.5146,502.652,23477.9,0,3,12931.3,12931.3
64.4583,-1.77817,1.42263,51.9294,499.525,23430.3,0,3,12960.4,12960.4
64.5167,-1.8578,1.32734,51.3387,495.488,23362.6,0,3,12989.3,12989.3
64.575,-1.9306,1.23122,50.7429,489.478,23261.2,0,3,13017.9,13017.9
64.6333,-2.0034,1.13438,50.1426,483.283,23156.8,0,3,13046.1,13046.1
64.6917,-2.0762,1.03679,49.5243,476.897,23049.1,0,3,13073.9,13073.9
64.75,-2.149,0.938411,48.8749,470.329,22942.9,0,3,13101.3,13101.3
64.8083,-2.21667,0.839168,48.2197,462.255,22818.1,0,3,13128.3,13128.3
64.8667,-2.28433,0.739108,47.5591,453.971,22690.1,0,3,13154.8,13154.8
64.925,-2.352,0.638212,46.8931,445.493,22558.9,0,3,13180.7,13180.7
64.9833,-2.41967,0.536459,46.2213,436.845,22424.2,0,3,13206.2,13206.2
65.0417,-2.49,0.433825,45.5438,428.65,22296.6,0,3,13231.2,13231.2
65.1,-2.5614,0.330239,44.8599,420.502,22169.4,0,3,13255.8,13255.8
65.1583,-2.6328,0.225654,44.1695,412.152,22038.3,0,3,13279.8,13279.8
65.2167,-2.7042,0.120041,43.4723,403.543,21903.2,0,3,13303.3,13303.3
65.275,-2.7717,0.0132149,42.6427,393.68,21741.9,0,3,13326.3,13326.3
65.3333,-2.834,-0.0950648,41.6906,382.209,21542,0,3,13348.6,13348.6
65.3917,-2.8963,-0.204845,40.7253,370.382,21335.7,0,3,13370.2,13370.2
65.45,-2.9586,-0.316201,39.7462,358.25,21122.5,0,3,13391.1,13391.1
65.5083,-3.01967,-0.429216,38.7525,345.426,20896.8,0,3,13411.3,13411.3
65.5667,-3.07333,-0.543949,37.7437,330.466,20631.4,0,3,13430.5,13430.5
65.625,-3.127,-0.660316,36.7205,315.182,20358.9,0,3,13448.9,13448.9
65.6833,-3.18067,-0.778416,35.6821,299.545,20078.9,0,3,13466.4,13466.4
65.7417,-3.23433,-0.898359,34.6274,283.612,19765.6,0,3,13482.9,13482.9
65.8,-3.2842,-1.02039,33.4011,266.359,19423.5,0,3,13498.5,13498.5
65.8583,-3.33343,-1.14495,32.0945,248.471,19061.9,0,3,13513,13513
65.9167,-3.38267,-1.27232,30.7584,230.081,18660.5,0,3,13526.4,13526.4
65.975,-3.4319,-1.40262,29.3916,211.185,18244.2,0,3,13538.7,13538.7
66.0333,-3.4694,-1.53615,27.9909,189.005,17724.6,0,3,13549.7,13549.7
66.0917,-3.4981,-1.67262,26.5594,164.404,17099.1,0,3,13559.3,13559.3
66.15,-3.5268,-1.81164,25.1012,139.545,16445.4,0,3,13567.5,13567.5
66.2083,-3.5555,-1.95328,23.663,114.44,15737.5,0,3,13574.1,13574.1
66.2667,-3.58333,-2.09661,22.4519,89.172,14957.4,0,3,13579.3,13579.3
66.325,-3.609,-2.2404,21.2369,63.7394,14117.4,0,3,13583.1,13583.1
66.3833,-3.63467,-2.38411,20.0226,38.7357,13238.9,0,3,13585.3,13585.3
66.4417,-3.66033,-2.52729,18.8128,14.2583,12284,0,3,13586.1,13586.1
66.5,-3.686,-2.66892,17.6161,1.26751,11289.2,0,3,13586.2,13586.2
66.5583,-3.70863,-2.80814,16.4397,0,10562.4,0,1,13586.2,13586.2
66.6167,-3.73127,-2.94801,15.2772,0,9850.87,30444.2,1,13586.2,13586.2
66.675,-3.7539,-3.60662,10.4193,0,4271.66,46024.6,1,13586.2,13586.2
66.7333,-3.77653,-3.77653,9.166,0,0,0,4,13586.2,13586.2
66.7917,-3.78183,-3.77653,9.166,0,5.68734,0,4,13586.2,13586.2
66.85,-3.7802,-3.77666,9.16504,0,13.2298,0,4,13586.2,13586.2
66.9083,-3.77857,-3.77697,9.16281,0,10.6128,0,4,13586.2,13586.2
66.9667,-3.77693,-3.77693,9.16305,0,0,0,4,13586.2,13586.2
67.025,-3.7651,-3.77693,9.16305,0,98.8741,0,4,13586.2,13586.2
67.0833,-3.73967,-3.7792,9.14632,0,330.336,0,4,13586.2,13586.2
67.1417,-3.71423,-3.78681,9.09021,0,606.413,0,4,13586.2,13586.2
67.2,-3.6888,-3.8009,8.98628,0,936.651,0,4,13586.2,13586.2
67.2583,-3.6603,-3.82299,8.82335,0,1359.35,0,4,13586.2,13586.2
67.3167,-3.6134,-3.85579,8.58139,0,2025.31,0,4,13586.2,13586.2
67.375,-3.5665,-3.90646,8.20768,0,2840.53,0,4,13586.2,13586.2
67.4333,-3.5196,-3.98094,7.80885,0,3854.78,0,4,13586.2,13586.2
67.4917,-3.4727,-4.08784,7.33636,0,5139.86,0,4,13586.2,13586.2
67.55,-3.3992,-4.24214,6.65437,0,7043.23,0,4,13586.2,13586.2
67.6083,-3.32127,-4.48381,5.58621,-20.3637,9396.56,0,4,13585,13585
67.6667,-3.24333,-4.90835,3.70972,0,0,0,2,13585,13585
67.725,-3.1654,-4.90835,3.70972,0,0,0,2,13585,13585
67.7833,-3.07173,-4.90835,3.70972,0,0,0,2,13585,13585
67.8417,-2.96627,-4.90835,3.70972,0,0,0,2,13585,13585
67.9,-2.8608,-4.90835,3.70972,0,0,0,2,13585,13585
67.9583,-2.75533,-4.90835,3.70972,0,0,0,2,13585,13585
68.0167,-2.6402,-4.90835,3.70972,0,0,0,2,13585,13585
68.075,-2.5009,-4.90835,3.70972,0,0,0,2,13585,13585
68.1333,-2.3616,-4.90835,3.70972,0,0,0,3,13585,13585
68.1917,-2.2223,-4.90835,3.70972,47.3958,-2737.08,0,3,13587.8,13587.8
68.25,-2.083,-4.76556,4.34087,164.849,-9535.45,0,3,13597.4,13597.4
68.3083,-1.92527,-4.37996,6.04521,247.91,-16121.4,0,3,13611.9,13611.9
68.3667,-1.76753,-3.90521,8.21691,233.928,-18595.5,0,3,13625.5,13625.5
68.425,-1.6098,-3.50268,11.1859,179.734,-17498.6,0,3,13636,13636
68.4833,-1.45207,-3.20365,13.3916,147.73,-16661.3,0,3,13644.6,13644.6
68.5417,-1.2935,-2.95888,15.1971,128.456,-16136.7,0,3,13652.1,13652.1
68.6,-1.1346,-2.74804,16.9476,116.93,-15808.4,0,3,13658.9,13658.9
68.6583,-0.9757,-2.56089,18.5289,110.703,-15624,0,3,13665.4,13665.4
68.7167,-0.8168,-2.39043,19.9692,108.172,-15546.4,0,3,13671.7,13671.7
68.775,-0.6599,-2.23224,21.3059,107.888,-15537.7,0,3,13678,13678
68.8333,-0.505667,-2.08348,22.5628,109.088,-15574.5,0,3,13684.4,13684.4
68.8917,-0.351433,-1.94226,23.7561,111.938,-15661.8,0,3,13690.9,13690.9
68.95,-0.1972,-1.80774,25.1422,116.286,-15790.1,0,3,13697.7,13697.7
69.0083,-0.0445667,-1.67929,26.4895,121.653,-15942.9,0,3,13704.8,13704.8
69.0667,0.0984667,-1.55591,27.7837,126.015,-16067.2,0,3,13712.1,13712.1
69.125,0.2415,-1.43714,29.0296,131.397,-16220.5,0,3,13719.8,13719.8
69.1833,0.384533,-1.32218,30.2354,137.648,-16395.4,0,3,13727.8,13727.8
69.2417,0.527567,-1.21047,31.4072,144.686,-16581,0,3,13736.3,13736.3
69.3,0.6896,-1.10159,32.5493,156.629,-16895.9,0,3,13745.4,13745.4
69.3583,0.8548,-0.994429,33.6734,169.806,-17239.9,0,3,13755.3,13755.3
69.4167,1.02,-0.888551,34.7137,183.321,-17588,0,3,13766,13766
69.475,1.1852,-0.783548,35.6369,197.176,-17921,0,3,13777.5,13777.5
69.5333,1.33427,-0.679285,36.5537,207.524,-18163.4,0,3,13789.6,13789.6
69.5917,1.47123,-0.576215,37.46,215.414,-18337.5,0,3,13802.2,13802.2
69.65,1.6082,-0.474626,38.3532,223.649,-18519.2,0,3,13815.2,13815.2
69.7083,1.74517,-0.374378,39.2347,232.246,-18707.8,0,3,13828.8,13828.8
69.7667,1.8798,-0.275345,40.1054,240.624,-18890.6,0,3,13842.8,13842.8
69.825,2.0086,-0.17748,40.9659,247.904,-19049.5,0,3,13857.3,13857.3
69.8833,2.1374,-0.0808303,41.8157,255.517,-19207.4,0,3,13872.2,13872.2
69.9417,2.2662,0.0146711,42.6555,263.437,-19365.3,0,3,13887.5,13887.5
70,2.395,0.109184,43.4006,271.593,-19527.8,0,3,13903.4,13903.4
70.0583,2.50793,0.203003,44.02,276.152,-19618.4,0,3,13919.5,13919.5
70.1167,2.62087,0.295946,44.6336,280.956,-19713.2,0,3,13935.9,13935.9
70.175,2.7338,0.388069,45.2417,285.957,-19811.9,0,3,13952.6,13952.6
70.2333,2.84673,0.479421,45.8448,291.143,-19914.2,0,3,13969.5,13969.5
70.2917,2.94867,0.57005,46.4431,293.86,-19967.8,0,3,13986.7,13986.7
70.35,3.0462,0.659765,47.0354,295.739,-20004.8,0,3,14003.9,14003.9
70.4083,3.14373,0.748529,47.6213,297.846,-20046.4,0,3,14021.3,14021.3
70.4667,3.24127,0.836394,48.2014,300.181,-20090.3,0,3,14038.8,14038.8
70.525,3.3365,0.923403,48.7758,302.177,-20126.1,0,3,14056.4,14056.4
70.5833,3.42867,1.00955,49.3445,303.637,-20152.2,0,3,14074.2,14074.2
70.6417,3.52083,1.09484,49.8975,305.307,-20182.1,0,3,14092,14092
70.7,3.613,1.17933,50.4213,307.169,-20215.4,0,3,14109.9,14109.9
70.7583,3.70287,1.2631,50.9405,308.65,-20242,0,3,14127.9,14127.9
70.8167,3.77893,1.34612,51.4552,306.961,-20211.7,0,3,14145.8,14145.8
70.875,3.855,1.42821,51.964,305.501,-20185.6,0,3,14163.6,14163.6
70.9333,3.93107,1.50939,52.4672,304.259,-20163.3,0,3,14181.4,14181.4
70.9917,4.00713,1.58971,52.9651,303.226,-20144.8,0,3,14199,14199
71.05,4.0518,1.66921,53.4579,294.814,-19986.6,0,3,14216.2,14216.2
71.1083,4.09123,1.74737,53.9424,285.507,-19803,0,3,14232.9,14232.9
71.1667,4.13067,1.82413,54.4182,276.538,-19626.1,0,3,14249,14249
71.225,4.1701,1.89954,54.8856,267.964,-19455.5,0,3,14264.7,14264.7
71.2833,4.22367,1.97367,55.3451,263.073,-19358,0,3,14280,14280
71.3417,4.28783,2.04682,55.7986,260.935,-19315.4,0,3,14295.2,14295.2
71.4,4.352,2.11927,56.185,258.967,-19276.2,0,3,14310.3,14310.3
71.4583,4.41617,2.19109,56.5388,257.146,-19239.9,0,3,14325.3,14325.3
71.5167,4.4758,2.26233,56.8898,254.385,-19184.9,0,3,14340.2,14340.2
71.575,4.5241,2.33293,57.2376,249.102,-19075.6,0,3,14354.7,14354.7
71.6333,4.5724,2.40271,57.5814,244.048,-18965.3,0,3,14368.9,14368.9
71.6917,4.6207,2.47167,57.9212,239.185,-18859.2,0,3,14382.9,14382.9
71.75,4.669,2.53985,58.2571,234.507,-18757.1,0,3,14396.6,14396.6
71.8083,4.6991,2.60727,58.5893,225.744,-18565.4,0,3,14409.7,14409.7
71.8667,4.7292,2.67363,58.9162,217.304,-18379.2,0,3,14422.4,14422.4
71.925,4.7593,2.73896,59.2381,209.103,-18198.3,0,3,14434.6,14434.6
71.9833,4.7894,2.8033,59.5551,201.169,-18016.9,0,3,14446.4,14446.4
72.0417,4.79433,2.86667,59.8673,187.721,-17693.8,0,3,14457.3,14457.3
72.1,4.7892,2.92858,60.1723,172.398,-17307.4,0,3,14467.4,14467.4
72.1583,4.78407,2.98883,60.4691,157.539,-16919.9,0,3,14476.5,14476.5
72.2167,4.77893,3.04745,60.758,143.213,-16542.1,0,3,14484.9,14484.9
72.275,4.7643,3.10449,61.0362,127.219,-16101.5,0,3,14492.3,14492.3
72.3333,4.737,3.15977,61.304,108.959,-15570.5,0,3,14498.7,14498.7
72.3917,4.7097,3.213,61.5619,91.329,-15028.4,0,3,14504,14504
72.45,4.6824,3.26416,61.8098,74.3735,-14470.5,0,3,14508.3,14508.3
72.5083,4.6536,3.31323,62.0475,57.7251,-13916.7,0,3,14511.7,14511.7
72.5667,4.6158,3.36024,62.2753,39.7865,-13278.5,0,3,14514,14514
72.625,4.578,3.40494,62.4918,22.5403,-12616,0,3,14515.3,14515.3
72.6833,4.5402,3.44727,62.6969,6.89488,-11948.4,0,3,14515.8,14515.8
72.7417,4.5024,3.48723,62.8905,1.12574,-11272.6,0,3,14515.8,14515.8
72.8,4.4566,3.52481,63.0726,0,-10744.4,-0,1,14515.8,14515.8
72.8583,4.40947,3.56054,63.2457,0,-10255.5,-31694.9,1,14515.8,14515.8
72.9167,4.36233,3.69909,63.917,0,-9064.8,-97667.9,1,14515.8,14515.8
72.975,4.3152,4.04522,65.594,0,-5783.43,-110489,1,14515.8,14515.8
73.0333,4.26207,4.26207,65.8724,0,0,0,4,14515.8,14515.8
73.0917,4.20443,4.26207,65.8724,0,-61.8454,0,4,14515.8,14515.8
73.15,4.1468,4.26226,65.8726,0,-431.96,0,4,14515.8,14515.8
73.2083,4.08917,4.26364,65.8737,0,-1157.36,0,4,14515.8,14515.8
73.2667,4.0244,4.26733,65.8768,0,-2007.64,0,4,14515.8,14515.8
73.325,3.9418,4.27373,65.8821,0,-2773.46,0,4,14515.8,14515.8
73.3833,3.8592,4.28257,65.8894,0,-3537.49,0,4,14515.8,14515.8
73.4417,3.7766,4.29384,65.8987,0,-4321.86,0,4,14515.8,14515.8
73.5,3.694,4.30762,65.91,0,-5127.09,0,4,14515.8,14515.8
73.5583,3.5967,4.32395,65.9235,0,-6076.57,0,4,14515.8,14515.8
73.6167,3.4994,4.3433,65.9395,0,-7051.29,0,4,14515.8,14515.8
73.675,3.4021,4.36576,65.958,0,-8051.89,0,4,14515.8,14515.8
73.7333,3.3048,4.39139,65.9791,-6.42426,-8919.99,0,4,14515.4,14515.4
73.7917,3.2015,4.41977,66.0025,-31.9552,-9737.92,0,4,14513.6,14513.6
73.85,3.0958,4.45075,66.0281,0,0,0,2,14513.6,14513.6
73.9083,2.9901,4.45075,66.0281,0,0,0,2,14513.6,14513.6
73.9667,2.8844,4.45075,66.0281,0,0,0,2,14513.6,14513.6
74.025,2.7808,4.45075,66.0281,0,0,0,2,14513.6,14513.6
74.0833,2.68,4.45075,66.0281,0,0,0,2,14513.6,14513.6
74.1417,2.5792,4.45075,66.0281,0,0,0,2,14513.6,14513.6
74.2,2.4784,4.45075,66.0281,0,0,0,2,14513.6,14513.6
74.2583,2.37557,4.45075,66.0281,0,0,0,2,14513.6,14513.6
74.3167,2.26053,4.45075,66.0281,0,0,0,2,14513.6,14513.6
74.375,2.1455,4.45075,66.0281,0,0,0,2,14513.6,14513.6
74.4333,2.03047,4.45075,66.0281,0,0,0,2,14513.6,14513.6
74.4917,1.91543,4.45075,66.0281,0,0,0,3,14513.6,14513.6
74.55,1.8022,4.45075,66.0281,46.2047,2716.15,0,3,14516.3,14516.3
74.6083,1.68927,4.44211,66.0209,172.683,9672.21,0,3,14526.3,14526.3
74.6667,1.57633,4.41134,65.9956,322.521,17422.5,0,3,14545.2,14545.2
74.725,1.4634,4.35588,65.9498,416.117,21930.5,0,3,14569.4,14569.4
74.7833,1.35127,4.28602,65.8922,431.423,22339.8,0,3,14594.6,14594.6
74.8417,1.23973,4.21479,65.8335,441.648,22499,0,3,14620.4,14620.4
74.9,1.1282,4.14299,65.7742,451.759,22656,0,3,14646.7,14646.7
74.9583,1.01667,4.07062,65.7145,461.774,22810.7,0,3,14673.7,14673.7
75.0167,0.9048,3.99753,65.3629,471.69,22963.9,0,3,14701.2,14701.2
75.075,0.7921,3.92355,65.0045,481.653,23129.3,0,3,14729.3,14729.3
75.1333,0.6794,3.84862,64.6415,491.387,23293.4,0,3,14757.9,14757.9
75.1917,0.5667,3.77273,64.2738,500.885,23451,0,3,14787.1,14787.1
75.25,0.454,3.69589,63.9015,510.193,23592.6,0,3,14816.9,14816.9
75.3083,0.352267,3.61813,63.5247,516.416,23687.4,0,3,14847,14847
75.3667,0.250533,3.53959,63.1442,522.436,23779,0,3,14877.5,14877.5
75.425,0.1488,3.46026,62.7599,528.275,23867.5,0,3,14908.3,14908.3
75.4833,0.0470667,3.38015,62.3717,533.928,23952.9,0,3,14939.5,14939.5
75.5417,-0.0511667,3.29925,61.9798,538.46,24021.4,0,3,14970.9,14970.9
75.6,-0.148,3.2176,61.5842,542.429,24081.4,0,3,15002.5,15002.5
75.6583,-0.244833,3.13522,61.185,546.207,24138.5,0,3,15034.4,15034.4
75.7167,-0.341667,3.05209,60.7808,549.792,24192.6,0,3,15066.5,15066.5
75.775,-0.4375,2.96822,60.3676,552.93,24242.2,0,3,15098.7,15098.7
75.8333,-0.532,2.8836,59.9507,555.529,24285.1,0,3,15131.1,15131.1
75.8917,-0.6265,2.79823,59.5301,557.933,24324.8,0,3,15163.7,15163.7
75.95,-0.721,2.71212,59.1058,560.141,24361.2,0,3,15196.3,15196.3
76.0083,-0.8153,2.62525,58.6778,562.097,24393.5,0,3,15229.1,15229.1
76.0667,-0.9084,2.53762,58.2461,563.538,24417.3,0,3,15262,15262
76.125,-1.0015,2.44926,57.8108,564.785,24437.9,0,3,15294.9,15294.9
76.1833,-1.0946,2.36015,57.3718,565.835,24455.2,0,3,15328,15328
76.2417,-1.1877,2.27029,56.929,566.688,24469.3,0,3,15361,15361
76.3,-1.2774,2.17967,56.4826,566.446,24465.3,0,3,15394.1,15394.1
76.3583,-1.36653,2.08835,56.0326,565.869,24455.8,0,3,15427.1,15427.1
76.4167,-1.45567,1.99624,55.485,565.087,24442.9,0,3,15460,15460
76.475,-1.5448,1.90325,54.9086,564.071,24426.1,0,3,15492.9,15492.9
76.5333,-1.63233,1.80933,54.3264,562.39,24398.3,0,3,15525.7,15525.7
76.5917,-1.71867,1.71451,53.7386,560.155,24361.4,0,3,15558.4,15558.4
76.65,-1.805,1.61878,53.1453,557.682,24320.6,0,3,15590.9,15590.9
76.7083,-1.89133,1.52213,52.5462,554.967,24275.8,0,3,15623.3,15623.3
76.7667,-1.9756,1.42455,51.9413,551.463,24217.9,0,3,15655.5,15655.5
76.825,-2.0547,1.32606,51.3308,546.393,24141.3,0,3,15687.4,15687.4
76.8833,-2.1338,1.2267,50.7149,541.095,24061.2,0,3,15718.9,15718.9
76.9417,-2.2129,1.12645,50.0935,535.567,23977.7,0,3,15750.2,15750.2
77,-2.292,1.02528,49.4484,529.796,23890.5,0,3,15781.1,15781.1
77.0583,-2.36317,0.923126,48.774,521.72,23768.1,0,3,15811.5,15811.5
77.1167,-2.43433,0.820072,48.0936,513.442,23642.1,0,3,15841.4,15841.4
77.175,-2.5055,0.716097,47.4072,504.925,23512.5,0,3,15870.9,15870.9
77.2333,-2.57667,0.611177,46.7146,496.186,23374.3,0,3,15899.8,15899.8
77.2917,-2.64617,0.505309,46.0157,486.814,23216.3,0,3,15928.2,15928.2
77.35,-2.715,0.39854,45.3108,477.038,23051.4,0,3,15956.1,15956.1
77.4083,-2.78383,0.29086,44.6,467.077,22892.6,0,3,15983.3,15983.3
77.4667,-2.85267,0.182195,43.8826,456.891,22735.3,0,3,16010,16010
77.525,-2.919,0.0724907,43.1584,445.817,22563.9,0,3,16036,16036
77.5833,-2.982,-0.0385497,42.1875,433.629,22374.1,0,3,16061.3,16061.3
77.6417,-3.045,-0.151247,41.1966,421.034,22177.8,0,3,16085.8,16085.8
77.7,-3.108,-0.265696,40.1903,408.088,21974.5,0,3,16109.6,16109.6
77.7583,-3.17057,-0.381996,39.1677,394.593,21757.7,0,3,16132.7,16132.7
77.8167,-3.23053,-0.50022,38.1282,380.058,21504.6,0,3,16154.8,16154.8
77.875,-3.2905,-0.620325,37.0721,365.12,21243.2,0,3,16176.1,16176.1
77.9333,-3.35047,-0.742428,35.9985,349.753,20973.2,0,3,16196.5,16196.5
77.9917,-3.41043,-0.866662,34.9061,333.99,20693.9,0,3,16216,16216
78.05,-3.46,-0.993377,33.6844,315.167,20358.7,0,3,16234.4,16234.4
78.1083,-3.50783,-1.12291,32.3257,295.375,19997.7,0,3,16251.6,16251.6
78.1667,-3.55567,-1.25568,30.9329,274.963,19595,0,3,16267.7,16267.7
78.225,-3.6035,-1.39186,29.5046,253.95,19176.2,0,3,16282.5,16282.5
78.2833,-3.65147,-1.53183,28.0363,232.268,18708.3,0,3,16296,16296
78.3417,-3.69953,-1.67584,26.5257,209.885,18215.5,0,3,16308.3,16308.3
78.4,-3.7476,-1.82441,24.9672,186.69,17669,0,3,16319.2,16319.2
78.4583,-3.79567,-1.97766,23.457,162.705,17054.9,0,3,16328.7,16328.7
78.5167,-3.84,-2.13479,22.1293,137.309,16386.4,0,3,16336.7,16336.7
78.575,-3.875,-2.29521,20.7738,109.521,15587.7,0,3,16343,16343
78.6333,-3.91,-2.45818,19.3967,81.6291,14709.2,0,3,16347.8,16347.8
78.6917,-3.945,-2.62338,18.0009,53.7297,13783.4,0,3,16350.9,16350.9
78.75,-3.98,-2.79075,16.5867,25.8916,12750.3,0,3,16352.5,16352.5
78.8083,-4.00497,-2.95925,15.1943,3.39175,11538.1,0,3,16352.7,16352.7
78.8667,-4.02993,-3.12542,13.9687,0,10586,0,1,16352.7,16352.7
78.925,-4.0549,-3.29188,12.7408,0,9722.78,30048.3,1,16352.7,16352.7
78.9833,-4.07987,-4.07987,7.37162,0,0,0,1,16352.7,16352.7
79.0417,-4.09167,-4.07987,7.37162,0,1209.1,23099.2,1,16352.7,16352.7
79.1,-4.0982,-4.0982,7.29058,0,0,0,4,16352.7,16352.7
79.1583,-4.10473,-4.0982,7.29058,0,7.01081,0,4,16352.7,16352.7
79.2167,-4.11127,-4.0984,7.28969,0,48.128,0,4,16352.7,16352.7
79.275,-4.1064,-4.09979,7.28356,0,43.8536,0,4,16352.7,16352.7
79.3333,-4.08633,-4.08633,7.34303,0,0,0,4,16352.7,16352.7
79.3917,-4.06627,-4.08633,7.34303,0,167.668,0,4,16352.7,16352.7
79.45,-4.0462,-4.09114,7.32181,0,375.46,0,4,16352.7,16352.7
79.5083,-4.02357,-4.10194,7.27406,0,654.848,0,4,16352.7,16352.7
79.5667,-3.98553,-4.12095,7.19001,0,1131.52,0,4,16352.7,16352.7
79.625,-3.9475,-4.15435,7.04242,0,1728.31,0,4,16352.7,16352.7
79.6833,-3.90947,-4.20674,6.81082,0,2483.92,0,4,16352.7,16352.7
79.7417,-3.87143,-4.28534,6.46345,0,3458.39,0,4,16352.7,16352.7
79.8,-3.7994,-4.40239,5.94609,0,5038.27,0,4,16352.7,16352.7
79.8583,-3.7217,-4.59396,5.09932,0,7288.26,0,4,16352.7,16352.7
79.9167,-3.644,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
79.975,-3.5663,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
80.0333,-3.47433,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
80.0917,-3.37167,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
80.15,-3.269,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
80.2083,-3.16633,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
80.2667,-3.0548,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
80.325,-2.9211,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
80.3833,-2.7874,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
80.4417,-2.6537,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
80.5,-2.52,-4.94527,3.61405,0,0,0,2,16352.7,16352.7
80.5583,-2.3604,-4.94527,3.61405,0,0,0,3,16352.7,16352.7
80.6167,-2.2008,-4.94527,3.61405,49.2636,-2769.68,0,3,16355.5,16355.5
80.675,-2.0412,-4.79648,4.20419,172.955,-9676.95,0,3,16365.6,16365.6
80.7333,-1.8816,-4.397,5.96987,259.635,-16330.9,0,3,16380.8,16380.8
80.7917,-1.71517,-3.91185,8.16788,247.664,-18895.2,0,3,16395.2,16395.2
80.85,-1.546,-3.50192,11.1915,194.224,-17850,0,3,16406.5,16406.5
80.9083,-1.37683,-3.19752,13.4369,163.314,-17070.7,0,3,16416.1,16416.1
80.9667,-1.20767,-2.94784,15.2785,145.165,-16593.6,0,3,16424.5,16424.5
81.025,-1.0378,-2.73245,17.0793,134.952,-16321.8,0,3,16432.4,16432.4
81.0833,-0.867,-2.54085,18.6983,130.335,-16190.3,0,3,16440,16440
81.1417,-0.6962,-2.36593,20.1762,129.421,-16164.2,0,3,16447.6,16447.6
81.2,-0.5254,-2.20323,21.551,131.219,-16215.4,0,3,16455.2,16455.2
81.2583,-0.3535,-2.04983,22.8471,135.325,-16332.4,0,3,16463.1,16463.1
81.3167,-0.175,-1.90383,24.1342,142.616,-16526.4,0,3,16471.4,16471.4
81.375,0.0035,-1.76426,25.5982,151.364,-16757.1,0,3,16480.3,16480.3
81.4333,0.182,-1.63046,27.0017,161.443,-17022,0,3,16489.7,16489.7
81.4917,0.3605,-1.50131,28.3564,172.668,-17314.4,0,3,16499.7,16499.7
81.55,0.536,-1.37599,29.671,184.113,-17607.1,0,3,16510.5,16510.5
81.6083,0.711,-1.25401,30.9506,196.315,-17900.3,0,3,16521.9,16521.9
81.6667,0.886,-1.13495,32.1994,209.247,-18201.4,0,3,16534.1,16534.1
81.725,1.061,-1.01846,33.4214,222.864,-18501.9,0,3,16547.1,16547.1
81.7833,1.23133,-0.904176,34.5763,236.003,-18789.8,0,3,16560.9,16560.9
81.8417,1.39817,-0.791665,35.5656,248.787,-19068.8,0,3,16575.4,16575.4
81.9,1.565,-0.680597,36.5422,262.026,-19337.2,0,3,16590.7,16590.7
81.9583,1.73183,-0.570918,37.5065,275.628,-19608.1,0,3,16606.8,16606.8
82.0167,1.8924,-0.462509,38.4597,288.162,-19855.4,0,3,16623.6,16623.6
82.075,2.0373,-0.355405,39.4015,297.245,-20034.6,0,3,16640.9,16640.9
82.1333,2.1822,-0.249869,40.3294,306.781,-20208.5,0,3,16658.8,16658.8
82.1917,2.3271,-0.145821,41.2443,316.695,-20386,0,3,16677.3,16677.3
82.25,2.472,-0.0431467,42.1471,326.978,-20569.5,0,3,16696.4,16696.4
82.3083,2.59683,0.0582691,43.0388,332.715,-20671.3,0,3,16715.8,16715.8
82.3667,2.72167,0.158333,43.7251,338.782,-20778.9,0,3,16735.5,16735.5
82.425,2.8465,0.257388,44.379,345.098,-20891,0,3,16755.7,16755.7
82.4833,2.97133,0.355527,45.0269,351.674,-21007,0,3,16776.2,16776.2
82.5417,3.08367,0.452807,45.6691,355.397,-21072.4,0,3,16796.9,16796.9
82.6,3.191,0.549035,46.3044,358.143,-21120.6,0,3,16817.8,16817.8
82.6583,3.29833,0.644176,46.9324,361.158,-21173.6,0,3,16838.9,16838.9
82.7167,3.40567,0.738295,47.5538,364.427,-21231,0,3,16860.1,16860.1
82.775,3.5123,0.83145,48.1688,367.76,-21289.6,0,3,16881.6,16881.6
82.8333,3.618,0.923683,48.7776,371.09,-21348.1,0,3,16903.2,16903.2
82.8917,3.7237,1.01503,49.3807,374.659,-21410.5,0,3,16925.1,16925.1
82.95,3.8294,1.10554,49.9639,378.447,-21476.5,0,3,16947.2,16947.2
